Number of exaples: 800
LLM Samples, PP Samples, Pass Rate
3, 38, 0.475
3, 39, 0.475
3, 40, 0.475
4, 0, 0.0
4, 1, 0.435
4, 2, 0.495
4, 3, 0.50625
4, 4, 0.5075
4, 5, 0.50875
4, 6, 0.51
4, 7, 0.51
4, 8, 0.51125
4, 9, 0.51125
4, 10, 0.51125
4, 11, 0.51125
4, 12, 0.51125
4, 13, 0.51125
4, 14, 0.5125
4, 15, 0.5125
4, 16, 0.51375
4, 17, 0.51375
4, 18, 0.51375
4, 19, 0.51375
4, 20, 0.51375
4, 21, 0.51375
4, 22, 0.515
4, 23, 0.51625
4, 24, 0.51625
4, 25, 0.5175
4, 26, 0.5175
4, 27, 0.5175
4, 28, 0.5175
4, 29, 0.5175
4, 30, 0.5175
4, 31, 0.5175
4, 32, 0.5175
4, 33, 0.5175
4, 34, 0.5175
4, 35, 0.5175
4, 36, 0.5175
4, 37, 0.5175
4, 38, 0.51875
4, 39, 0.51875
4, 40, 0.51875
5, 0, 0.0
5, 1, 0.46125
5, 2, 0.5175
5, 3, 0.525
5, 4, 0.5275
5, 5, 0.52875
5, 6, 0.53125
5, 7, 0.53125
5, 8, 0.53125
5, 9, 0.53125
5, 10, 0.53125
5, 11, 0.5325
5, 12, 0.5325
5, 13, 0.5325
5, 14, 0.53375
5, 15, 0.53375
5, 16, 0.53375
5, 17, 0.53375
5, 18, 0.535
5, 19, 0.535
5, 20, 0.535
5, 21, 0.535
5, 22, 0.53625
5, 23, 0.5375
5, 24, 0.5375
5, 25, 0.53875
5, 26, 0.53875
5, 27, 0.53875
5, 28, 0.53875
5, 29, 0.53875
5, 30, 0.53875
5, 31, 0.53875
5, 32, 0.53875
5, 33, 0.53875
5, 34, 0.53875
5, 35, 0.53875
5, 36, 0.53875
5, 37, 0.53875
5, 38, 0.54
5, 39, 0.54
5, 40, 0.54
6, 0, 0.0
6, 1, 0.47375
6, 2, 0.52875
6, 3, 0.5375
6, 4, 0.54
6, 5, 0.54125
6, 6, 0.54375
6, 7, 0.54375
6, 8, 0.54375
6, 9, 0.54375
6, 10, 0.54375
6, 11, 0.545
6, 12, 0.545
6, 13, 0.545
6, 14, 0.54625
6, 15, 0.5475
6, 16, 0.5475
6, 17, 0.5475
6, 18, 0.54875
6, 19, 0.54875
6, 20, 0.54875
6, 21, 0.54875
6, 22, 0.54875
6, 23, 0.55
6, 24, 0.55
6, 25, 0.55125
6, 26, 0.55125
6, 27, 0.55125
6, 28, 0.55125
6, 29, 0.55125
6, 30, 0.55125
6, 31, 0.55125
6, 32, 0.55125
6, 33, 0.55125
6, 34, 0.55125
6, 35, 0.55125
6, 36, 0.55125
6, 37, 0.55125
6, 38, 0.5525
6, 39, 0.5525
6, 40, 0.5525
7, 0, 0.0
7, 1, 0.5025
7, 2, 0.555
7, 3, 0.56375
7, 4, 0.56625
7, 5, 0.56625
7, 6, 0.56875
7, 7, 0.56875
7, 8, 0.56875
7, 9, 0.56875
7, 10, 0.56875
7, 11, 0.57
7, 12, 0.57125
7, 13, 0.57125
7, 14, 0.5725
7, 15, 0.5725
7, 16, 0.5725
7, 17, 0.5725
7, 18, 0.57375
7, 19, 0.57375
7, 20, 0.57375
7, 21, 0.57375
7, 22, 0.57375
7, 23, 0.575
7, 24, 0.575
7, 25, 0.57625
7, 26, 0.57625
7, 27, 0.57625
7, 28, 0.57625
7, 29, 0.57625
7, 30, 0.57625
7, 31, 0.57625
7, 32, 0.57625
7, 33, 0.57625
7, 34, 0.57625
7, 35, 0.57625
7, 36, 0.57625
7, 37, 0.57625
7, 38, 0.5775
7, 39, 0.5775
7, 40, 0.5775
8, 0, 0.0
8, 1, 0.51375
8, 2, 0.56375
8, 3, 0.57125
8, 4, 0.5725
8, 5, 0.5725
8, 6, 0.575
8, 7, 0.575
8, 8, 0.575
8, 9, 0.575
8, 10, 0.575
8, 11, 0.57625
8, 12, 0.5775
8, 13, 0.5775
8, 14, 0.57875
8, 15, 0.57875
8, 16, 0.58
8, 17, 0.58
8, 18, 0.58125
8, 19, 0.58125
8, 20, 0.58125
8, 21, 0.58125
8, 22, 0.58125
8, 23, 0.58125
8, 24, 0.58125
8, 25, 0.5825
8, 26, 0.5825
8, 27, 0.5825
8, 28, 0.5825
8, 29, 0.5825
8, 30, 0.5825
8, 31, 0.5825
8, 32, 0.5825
8, 33, 0.5825
8, 34, 0.5825
8, 35, 0.58375
8, 36, 0.58375
8, 37, 0.58375
8, 38, 0.585
8, 39, 0.585
8, 40, 0.585
9, 0, 0.0
9, 1, 0.53125
9, 2, 0.5825
9, 3, 0.59
9, 4, 0.59125
9, 5, 0.5925
9, 6, 0.595
9, 7, 0.595
9, 8, 0.595
9, 9, 0.595
9, 10, 0.595
9, 11, 0.59625
9, 12, 0.59875
9, 13, 0.59875
9, 14, 0.6
9, 15, 0.6
9, 16, 0.60125
9, 17, 0.60125
9, 18, 0.60125
9, 19, 0.60125
9, 20, 0.60125
9, 21, 0.60125
9, 22, 0.60125
9, 23, 0.60125
9, 24, 0.6025
9, 25, 0.60375
9, 26, 0.60375
9, 27, 0.60375
9, 28, 0.60375
9, 29, 0.60375
9, 30, 0.60375
9, 31, 0.60375
9, 32, 0.60375
9, 33, 0.60375
9, 34, 0.60375
9, 35, 0.605
9, 36, 0.605
9, 37, 0.605
9, 38, 0.60625
9, 39, 0.60625
9, 40, 0.60625
10, 0, 0.0
10, 1, 0.5425
10, 2, 0.5925
10, 3, 0.6
10, 4, 0.6025
10, 5, 0.60375
10, 6, 0.60625
10, 7, 0.60625
10, 8, 0.60625
10, 9, 0.60625
10, 10, 0.60625
10, 11, 0.6075
10, 12, 0.61
10, 13, 0.61
10, 14, 0.61125
10, 15, 0.61125
10, 16, 0.6125
10, 17, 0.6125
10, 18, 0.6125
10, 19, 0.6125
10, 20, 0.6125
10, 21, 0.6125
10, 22, 0.6125
10, 23, 0.61375
10, 24, 0.615
10, 25, 0.61625
10, 26, 0.61625
10, 27, 0.61625
10, 28, 0.61625
10, 29, 0.61625
10, 30, 0.61625
10, 31, 0.61625
10, 32, 0.61625
10, 33, 0.61625
10, 34, 0.61625
10, 35, 0.6175
10, 36, 0.6175
10, 37, 0.6175
10, 38, 0.61875
10, 39, 0.61875
10, 40, 0.61875
11, 0, 0.0
11, 1, 0.555
11, 2, 0.605
11, 3, 0.61375
11, 4, 0.615
11, 5, 0.615
11, 6, 0.6175
11, 7, 0.6175
11, 8, 0.6175
11, 9, 0.6175
11, 10, 0.6175
11, 11, 0.61875
11, 12, 0.62
11, 13, 0.62
11, 14, 0.62125
11, 15, 0.62125
11, 16, 0.6225
11, 17, 0.6225
11, 18, 0.6225
11, 19, 0.6225
11, 20, 0.6225
11, 21, 0.6225
11, 22, 0.62375
11, 23, 0.625
11, 24, 0.62625
11, 25, 0.6275
11, 26, 0.6275
11, 27, 0.6275
11, 28, 0.6275
11, 29, 0.6275
11, 30, 0.6275
11, 31, 0.6275
11, 32, 0.6275
11, 33, 0.6275
11, 34, 0.6275
11, 35, 0.62875
11, 36, 0.62875
11, 37, 0.62875
11, 38, 0.63
11, 39, 0.63
11, 40, 0.63
12, 0, 0.0
12, 1, 0.5625
12, 2, 0.61375
12, 3, 0.6225
12, 4, 0.62375
12, 5, 0.62375
12, 6, 0.62625
12, 7, 0.62625
12, 8, 0.62625
12, 9, 0.62625
12, 10, 0.6275
12, 11, 0.6275
12, 12, 0.62875
12, 13, 0.62875
12, 14, 0.63
12, 15, 0.63125
12, 16, 0.6325
12, 17, 0.6325
12, 18, 0.6325
12, 19, 0.6325
12, 20, 0.63375
12, 21, 0.63375
12, 22, 0.635
12, 23, 0.63625
12, 24, 0.6375
12, 25, 0.63875
12, 26, 0.63875
12, 27, 0.63875
12, 28, 0.63875
12, 29, 0.63875
12, 30, 0.63875
12, 31, 0.63875
12, 32, 0.63875
12, 33, 0.63875
12, 34, 0.63875
12, 35, 0.63875
12, 36, 0.63875
12, 37, 0.63875
12, 38, 0.64
12, 39, 0.64
12, 40, 0.64
13, 0, 0.0
13, 1, 0.57125
13, 2, 0.62375
13, 3, 0.63125
13, 4, 0.63375
13, 5, 0.63375
13, 6, 0.63625
13, 7, 0.63625
13, 8, 0.63625
13, 9, 0.63625
13, 10, 0.6375
13, 11, 0.6375
13, 12, 0.63875
13, 13, 0.63875
13, 14, 0.64
13, 15, 0.64125
13, 16, 0.6425
13, 17, 0.6425
13, 18, 0.6425
13, 19, 0.6425
13, 20, 0.64375
13, 21, 0.64375
13, 22, 0.645
13, 23, 0.645
13, 24, 0.64625
13, 25, 0.64875
13, 26, 0.64875
13, 27, 0.64875
13, 28, 0.64875
13, 29, 0.64875
13, 30, 0.64875
13, 31, 0.64875
13, 32, 0.64875
13, 33, 0.64875
13, 34, 0.64875
13, 35, 0.64875
13, 36, 0.64875
13, 37, 0.64875
13, 38, 0.65
13, 39, 0.65
13, 40, 0.65
14, 0, 0.0
14, 1, 0.5775
14, 2, 0.63
14, 3, 0.6375
14, 4, 0.64
14, 5, 0.64
14, 6, 0.6425
14, 7, 0.6425
14, 8, 0.64375
14, 9, 0.64375
14, 10, 0.645
14, 11, 0.645
14, 12, 0.64625
14, 13, 0.64625
14, 14, 0.6475
14, 15, 0.64875
14, 16, 0.64875
14, 17, 0.64875
14, 18, 0.64875
14, 19, 0.64875
14, 20, 0.65
14, 21, 0.65
14, 22, 0.65125
14, 23, 0.65125
14, 24, 0.6525
14, 25, 0.655
14, 26, 0.655
14, 27, 0.655
14, 28, 0.655
14, 29, 0.655
14, 30, 0.655
14, 31, 0.655
14, 32, 0.655
14, 33, 0.655
14, 34, 0.65625
14, 35, 0.65625
14, 36, 0.65625
14, 37, 0.65625
14, 38, 0.6575
14, 39, 0.6575
14, 40, 0.6575
15, 0, 0.0
15, 1, 0.585
15, 2, 0.63375
15, 3, 0.64125
15, 4, 0.64375
15, 5, 0.64375
15, 6, 0.64625
15, 7, 0.64625
15, 8, 0.6475
15, 9, 0.6475
15, 10, 0.64875
15, 11, 0.64875
15, 12, 0.65
15, 13, 0.65
15, 14, 0.65125
15, 15, 0.6525
15, 16, 0.6525
15, 17, 0.6525
15, 18, 0.6525
15, 19, 0.6525
15, 20, 0.6525
15, 21, 0.6525
15, 22, 0.65375
15, 23, 0.65375
15, 24, 0.655
15, 25, 0.6575
15, 26, 0.6575
15, 27, 0.6575
15, 28, 0.6575
15, 29, 0.6575
15, 30, 0.6575
15, 31, 0.6575
15, 32, 0.6575
15, 33, 0.6575
15, 34, 0.65875
15, 35, 0.65875
15, 36, 0.65875
15, 37, 0.65875
15, 38, 0.66
15, 39, 0.66
15, 40, 0.66
16, 0, 0.0
16, 1, 0.595
16, 2, 0.645
16, 3, 0.65
16, 4, 0.6525
16, 5, 0.6525
16, 6, 0.655
16, 7, 0.655
16, 8, 0.65625
16, 9, 0.65625
16, 10, 0.65625
16, 11, 0.65625
16, 12, 0.6575
16, 13, 0.6575
16, 14, 0.65875
16, 15, 0.66
16, 16, 0.66
16, 17, 0.66
16, 18, 0.66
16, 19, 0.66
16, 20, 0.66
16, 21, 0.66
16, 22, 0.66125
16, 23, 0.66125
16, 24, 0.6625
16, 25, 0.66375
16, 26, 0.66375
16, 27, 0.66375
16, 28, 0.66375
16, 29, 0.66375
16, 30, 0.66375
16, 31, 0.66375
16, 32, 0.66375
16, 33, 0.66375
16, 34, 0.665
16, 35, 0.665
16, 36, 0.665
16, 37, 0.665
16, 38, 0.66625
16, 39, 0.66625
16, 40, 0.66625
17, 0, 0.0
17, 1, 0.6075
17, 2, 0.65375
17, 3, 0.6575
17, 4, 0.66
17, 5, 0.66
17, 6, 0.6625
17, 7, 0.6625
17, 8, 0.66375
17, 9, 0.66375
17, 10, 0.66375
17, 11, 0.66375
17, 12, 0.665
17, 13, 0.665
17, 14, 0.66625
17, 15, 0.6675
17, 16, 0.6675
17, 17, 0.6675
17, 18, 0.6675
17, 19, 0.6675
17, 20, 0.6675
17, 21, 0.6675
17, 22, 0.66875
17, 23, 0.66875
17, 24, 0.67
17, 25, 0.67125
17, 26, 0.67125
17, 27, 0.67125
17, 28, 0.67125
17, 29, 0.67125
17, 30, 0.67125
17, 31, 0.67125
17, 32, 0.67125
17, 33, 0.67125
17, 34, 0.6725
17, 35, 0.6725
17, 36, 0.6725
17, 37, 0.6725
17, 38, 0.67375
17, 39, 0.67375
17, 40, 0.67375
18, 0, 0.0
18, 1, 0.6075
18, 2, 0.655
18, 3, 0.65875
18, 4, 0.66125
18, 5, 0.66125
18, 6, 0.66375
18, 7, 0.665
18, 8, 0.66625
18, 9, 0.66625
18, 10, 0.66625
18, 11, 0.66625
18, 12, 0.6675
18, 13, 0.6675
18, 14, 0.66875
18, 15, 0.67
18, 16, 0.67
18, 17, 0.67
18, 18, 0.67
18, 19, 0.67
18, 20, 0.67
18, 21, 0.67
18, 22, 0.67
18, 23, 0.67
18, 24, 0.67125
18, 25, 0.6725
18, 26, 0.6725
18, 27, 0.6725
18, 28, 0.6725
18, 29, 0.6725
18, 30, 0.6725
18, 31, 0.6725
18, 32, 0.6725
18, 33, 0.6725
18, 34, 0.67375
18, 35, 0.67375
18, 36, 0.67375
18, 37, 0.67375
18, 38, 0.675
18, 39, 0.675
18, 40, 0.675
19, 0, 0.0
19, 1, 0.61125
19, 2, 0.66125
19, 3, 0.66375
19, 4, 0.66625
19, 5, 0.66625
19, 6, 0.66875
19, 7, 0.67
19, 8, 0.67125
19, 9, 0.67125
19, 10, 0.67125
19, 11, 0.67125
19, 12, 0.6725
19, 13, 0.6725
19, 14, 0.67375
19, 15, 0.675
19, 16, 0.675
19, 17, 0.675
19, 18, 0.675
19, 19, 0.675
19, 20, 0.675
19, 21, 0.675
19, 22, 0.675
19, 23, 0.675
19, 24, 0.67625
19, 25, 0.6775
19, 26, 0.6775
19, 27, 0.6775
19, 28, 0.6775
19, 29, 0.6775
19, 30, 0.6775
19, 31, 0.6775
19, 32, 0.6775
19, 33, 0.6775
19, 34, 0.67875
19, 35, 0.67875
19, 36, 0.67875
19, 37, 0.67875
19, 38, 0.68
19, 39, 0.68
19, 40, 0.68
20, 0, 0.0
20, 1, 0.6125
20, 2, 0.6625
20, 3, 0.665
20, 4, 0.6675
20, 5, 0.6675
20, 6, 0.67
20, 7, 0.67125
20, 8, 0.6725
20, 9, 0.6725
20, 10, 0.6725
20, 11, 0.6725
20, 12, 0.67375
20, 13, 0.67375
20, 14, 0.675
20, 15, 0.67625
20, 16, 0.67625
20, 17, 0.67625
20, 18, 0.67625
20, 19, 0.67625
20, 20, 0.67625
20, 21, 0.67625
20, 22, 0.67625
20, 23, 0.67625
20, 24, 0.6775
20, 25, 0.67875
20, 26, 0.67875
20, 27, 0.67875
20, 28, 0.67875
20, 29, 0.67875
20, 30, 0.67875
20, 31, 0.67875
20, 32, 0.67875
20, 33, 0.67875
20, 34, 0.68
20, 35, 0.68
20, 36, 0.68
20, 37, 0.68
20, 38, 0.68125
20, 39, 0.68125
20, 40, 0.68125
